Year,Engine Size (L),Price (EUR),Price (USD)
2012,3.4,57920.139,68141.34
2013,4.1,45933.4815,54039.39
2014,1.3,39100.4335,46000.51
2018,4.0,52693.132,61991.92
2018,1.5,22885.2215,26923.79
2020,2.1,64799.563,76234.78
2018,3.9,31545.676,37112.56
2020,4.7,38600.404,45412.24
2020,4.8,22853.185,26886.1
2016,2.2,46178.868,54328.08
2017,2.6,30613.4555,36015.83
2019,2.2,17665.1845,20782.57
2010,3.4,65086.1065,76571.89
2014,2.3,45932.3255,54038.03
2019,1.0,54709.5785,64364.21
2017,4.9,60658.2015,71362.59
2012,4.6,15159.256999999998,17834.42
2015,2.1,50334.688,59217.28
2012,4.3,34136.952000000005,40161.12
2012,2.8,41622.545,48967.7
2018,4.9,22842.458,26873.48
2020,4.0,38505.3145,45300.37
2019,3.7,13550.343,15941.58
2015,1.6,22099.932,25999.92
2016,3.8,32750.398,38529.88
2010,2.5,58923.04549999999,69321.23
2014,3.4,64827.749,76267.94
2020,4.5,55535.26,65335.6
2014,3.7,41279.5105,48564.13
2014,4.1,23253.1355,27356.63
2017,4.9,38654.702000000005,45476.12
2016,4.2,37913.6125,44604.25
2011,1.3,50071.001,58907.06
2017,2.7,67081.405,78919.3
2012,1.9,53564.7135,63017.31
2020,2.5,29109.023500000003,34245.91
2010,3.6,42125.4475,49559.35
2018,3.8,24083.4835,28333.51
2016,4.5,65037.5885,76514.81
2013,3.9,26211.7985,30837.41
2016,3.9,46132.25399999999,54273.24
2020,1.2,59649.566000000006,70175.96
2014,1.6,45487.7755,53515.03
2014,4.3,62767.876,73844.56
2015,1.7,25686.966,30219.96
2010,2.6,49634.7385,58393.81
2014,2.4,30253.608,35592.48
2010,3.4,43289.3525,50928.65
2018,2.3,57441.861,67578.66
2011,4.9,59476.5995,69972.47
2019,2.0,43149.5785,50764.21
2017,2.2,28243.0435,33227.11
2012,3.8,27222.1255,32026.03
2017,2.0,45671.061,53730.66
2015,2.3,55494.5705,65287.73
2017,1.5,50126.5145,58972.37
2017,1.1,24629.311,28975.66
2018,2.9,21418.674,25198.44
2018,1.7,35262.479499999994,41485.27
2016,3.0,35111.7745,41307.97
2017,1.5,35674.908,41970.48
2011,4.4,62550.1655,73588.43
2016,2.8,23055.4765,27124.09
2010,2.1,60918.735,71669.1
2018,3.0,63478.5865,74680.69
2016,3.1,51630.547,60741.82
2020,3.3,20233.9185,23804.61
2018,3.2,17454.835,20535.1
2018,4.7,27284.4985,32099.41
2011,3.9,51138.176,60162.56
2018,2.5,19298.8845,22704.57
2018,1.7,23177.2985,27267.41
2012,4.6,22359.726,26305.56
2019,2.5,28630.618,33683.08
2019,4.2,37530.526,44153.56
2020,2.0,27649.0465,32528.29
2012,1.5,56232.294,66155.64
2011,4.9,56385.0305,66335.33
2017,2.8,34762.059,40896.54
2012,2.5,15110.322499999998,17776.85
2014,4.9,62203.64599999999,73180.76
2012,4.0,54538.2525,64162.65
2015,1.9,40116.872,47196.32
2020,1.4,58191.85,68461.0
2014,1.4,60105.44649999999,70712.29
2011,4.1,60212.4955,70838.23
2016,2.3,58933.577,69333.62
2011,4.2,50256.148,59124.88
2017,1.2,57138.6915,67221.99
2018,2.8,40091.5505,47166.53
2010,1.1,48979.295,57622.7
2010,1.2,17192.1935,20226.11
2012,1.2,38082.448,44802.88
2015,4.3,44159.9055,51952.83
2016,2.5,16471.249,19377.94
2014,2.8,57716.7,67902.0
2018,4.8,62622.118,73673.08
2010,2.2,44098.0425,51880.05
2011,2.6,42576.262,50089.72
2011,3.0,41498.904,48822.24
2015,4.2,62780.7365,73859.69
2012,1.1,39501.7015,46472.59
2014,2.4,27094.7615,31876.19
2017,2.1,36325.583,42735.98
2012,4.0,28794.974,33876.44
2010,2.9,47204.2655,55534.43
2010,4.1,17894.234,21052.04
2013,5.0,29029.4805,34152.33
2015,1.8,63147.622,74291.32
2014,2.7,45674.6565,53734.89
2014,1.7,34628.3625,40739.25
2019,4.5,19350.5305,22765.33
2017,5.0,41616.5185,48960.61
2020,4.6,34738.3865,40868.69
2016,5.0,67376.967,79267.02
2019,2.6,57427.3855,67561.63
2020,1.1,65765.5795,77371.27
2011,2.0,61774.4045,72675.77
2019,2.2,31590.1565,37164.89
2015,3.9,15774.1215,18557.79
2010,3.4,52760.418,62071.08
2014,3.7,55709.55249999999,65540.65
2015,1.3,41420.8145,48730.37
2020,4.0,54436.7795,64043.27
2011,3.7,24885.7645,29277.37
2013,1.1,38328.489,45092.34
2013,4.3,54933.868,64628.08
2018,3.1,63221.385,74378.1
2013,4.8,20945.7425,24642.05
2013,1.9,55644.06,65463.6
2011,2.5,25596.8915,30113.99
2015,3.7,18903.4305,22239.33
2016,1.1,55585.733,65394.98
2014,3.9,15450.9685,18177.61
2012,1.9,32033.6185,37686.61
2011,3.4,31505.7175,37065.55
2019,2.5,22051.5585,25943.01
2013,1.4,65629.894,77211.64
2017,4.3,20391.857,23990.42
2018,1.3,59401.706,69884.36
2011,3.0,31477.2595,37032.07
2014,2.7,62730.119,73800.14
2018,3.0,21802.976,25650.56
2014,2.0,21414.662,25193.72
2013,4.8,65356.364,76889.84
2019,1.6,19501.5925,22943.05
2012,3.5,43759.9465,51482.29
2010,4.3,39064.8695,45958.67
2013,1.9,58725.1995,69088.47
2018,1.2,50062.5435,58897.11
2020,3.3,40177.426,47267.56
2016,2.7,33719.16,39669.6
2011,3.2,32550.784,38295.04
2012,2.8,47347.1505,55702.53
2016,1.8,58930.53399999999,69330.04
2020,2.6,48827.196,57443.76
2020,4.9,36290.036,42694.16
2013,2.6,29811.9395,35072.87
2015,2.1,25318.678,29786.68
2014,1.4,34209.7035,40246.71
2020,1.8,43459.1315,51128.39
2013,3.6,16619.0215,19551.79
2016,2.2,55666.024,65489.44
2012,5.0,48669.147,57257.82
2011,2.4,43041.0845,50636.57
2017,1.7,25164.0375,29604.75
2012,3.8,34576.623,40678.38
2018,4.3,32982.9835,38803.51
2010,2.3,27708.0535,32597.71
2010,3.0,56748.50749999999,66762.95
2020,3.7,60027.918,70621.08
2015,1.2,24654.335,29005.1
2020,1.2,41963.361,49368.66
2019,4.5,47089.779,55399.74
2014,3.6,26645.6895,31347.87
2017,2.4,33446.616,39348.96
2014,1.7,31653.473,37239.38
2016,2.3,38215.1075,44958.95
2020,4.5,55784.5735,65628.91
2015,2.6,35666.0,41960.0
2018,1.2,31703.2575,37297.95
2013,1.9,24902.076,29296.56
2014,3.0,65156.83500000001,76655.1
2012,1.0,33561.7145,39484.37
2020,2.1,21192.03,24931.8
2020,1.4,28090.171,33047.26
2014,1.6,63386.098000000005,74571.88
2010,4.2,29022.986500000003,34144.69
2011,2.6,26060.5495,30659.47
2015,2.4,14176.028,16677.68
2011,2.8,60895.921,71642.26
2012,1.4,16158.653,19010.18
2018,2.4,45135.986,53101.16
2014,3.3,35429.309,41681.54
2012,4.1,29693.0925,34933.05
2013,2.5,66528.7435,78269.11
2012,1.7,61467.52049999999,72314.73
2018,3.9,51840.8115,60989.19
2013,4.1,41505.5255,48830.03
2015,4.6,32496.307499999995,38230.95
2017,3.4,31191.396,36695.76
2020,2.7,21707.453,25538.18
2017,1.8,42420.338,49906.28
2017,2.5,22384.7415,26334.99
2011,3.3,24683.048,29038.88
2017,2.4,63641.829000000005,74872.74
2011,3.3,36350.437,42765.22
2010,4.9,55930.88399999999,65801.04
2019,3.4,34392.1305,40461.33
2020,1.8,29319.594,34493.64
2017,3.7,48378.3365,56915.69
2020,3.6,31576.9815,37149.39
2018,4.6,31397.3935,36938.11
2016,1.1,37127.49,43679.4
2015,2.3,47981.14,56448.4
2019,3.4,39605.138,46594.28
2018,4.3,26993.824,31757.44
2018,2.0,43931.6805,51684.33
2016,1.5,40220.495500000005,47318.23
2018,2.7,48332.734,56862.04
2015,1.1,59780.8485,70330.41
2019,4.1,56324.893,66264.58
2019,3.5,44342.7745,52167.97
2014,3.1,26138.9535,30751.71
2019,2.6,49917.8395,58726.87
2017,3.1,42781.418,50331.08
2013,2.6,43447.9795,51115.27
2010,4.1,52482.349,61743.94
2014,1.9,65428.4185,76974.61
2018,4.1,39678.3145,46680.37
2015,4.5,15231.311499999998,17919.19
2018,1.9,65411.66499999999,76954.9
2011,3.6,32813.927,38604.62
2011,1.2,35106.538499999995,41301.81
2014,4.1,16102.5105,18944.13
2020,4.4,41126.8335,48384.51
2018,4.0,51608.37899999999,60715.74
2016,2.0,15075.7785,17736.21
2014,1.7,16432.055500000002,19331.83
2016,2.1,14424.661499999998,16970.19
2012,1.5,29147.5795,34291.27
2019,4.3,41825.151,49206.06
2014,2.4,30926.0855,36383.63
2010,3.3,22121.42,26025.2
2019,1.4,60045.3175,70641.55
2016,3.6,66036.88249999999,77690.45
2019,3.2,23579.578,27740.68
2014,3.6,46981.523,55272.38
2012,3.0,45464.97,53488.2
2020,2.3,35946.823,42290.38
2017,5.0,27981.0905,32918.93
2010,1.8,46886.051,55160.06
2016,1.1,65666.852,77255.12
2010,1.1,55118.1055,64844.83
2013,1.0,14055.336499999998,16535.69
2017,3.9,13942.847499999998,16403.35
2012,4.9,57230.5935,67330.11
2017,4.4,65040.3765,76518.09
2020,4.0,36471.205,42907.3
2012,2.7,65858.12749999999,77480.15
2016,3.4,48682.4665,57273.49
2018,3.9,50949.2975,59940.35
2014,1.3,63789.6525,75046.65
2015,3.0,17749.717,20882.02
2014,3.8,39726.2885,46736.81
2011,3.3,42337.803,49809.18
2012,1.4,39091.976,45990.56
2020,3.6,28045.2655,32994.43
2020,4.6,27760.7195,32659.67
2010,3.1,43729.5505,51446.53
2016,4.7,13688.5445,16104.17
2017,2.9,55662.5475,65485.35
2016,4.3,48978.9635,57622.31
2010,4.1,29314.119999999995,34487.2
2013,1.5,50268.15,59139.0
2019,4.5,45172.553,53144.18
2016,2.6,44716.9105,52608.13
2020,4.8,33550.9535,39471.71
2012,3.7,64652.6405,76061.93
2010,1.7,58172.3425,68438.05
2017,4.2,16453.8325,19357.45
2011,4.9,28413.681,33427.86
2010,4.2,23273.0085,27380.01
2016,5.0,60039.869,70635.14
2013,1.4,13669.6915,16081.99
2019,3.7,47639.94149999999,56046.99
2015,2.2,14923.6455,17557.23
2020,3.6,19201.4405,22589.93
2010,3.2,36600.099,43058.94
2012,1.6,25901.489,30472.34
2017,4.2,53196.536,62584.16
2012,4.5,49458.185,58186.1
2010,2.9,52307.8185,61538.61
2020,2.4,50739.8065,59693.89
2012,1.4,63447.4595,74644.07
2014,2.7,21736.0045,25571.77
2020,3.9,23757.5765,27950.09
2014,1.2,49189.5255,57870.03
2020,4.2,50430.8655,59330.43
2015,1.6,45698.924,53763.44
2012,1.7,46184.8775,54335.15
2012,4.3,12978.3695,15268.67
2020,4.0,40895.7695,48112.67
2013,2.7,40325.836,47442.16
2017,2.7,26184.3775,30805.15
2020,1.0,60546.571,71231.26
2020,4.6,52620.9075,61906.95
2019,1.6,37476.2025,44089.65
2012,2.3,43005.6565,50594.89
2013,4.4,36687.6065,43161.89
2014,3.8,34941.4685,41107.61
2013,1.1,16485.852,19395.12
2012,3.2,40802.4735,48002.91
2014,4.3,18109.624,21305.44
2016,1.8,41603.139500000005,48944.87
2020,3.7,52236.1805,61454.33
2016,2.9,38711.7285,45543.21
2011,1.7,38958.3475,45833.35
2011,1.4,20076.2435,23619.11
2015,4.2,48279.3795,56799.27
2012,2.8,35121.949,41319.94
2015,2.4,50779.867,59741.02
2018,3.4,25682.937,30215.22
2016,1.9,47531.6345,55919.57
2010,1.1,60128.473000000005,70739.38
2019,4.5,28108.667,33069.02
2014,2.0,34819.043,40963.58
2015,1.2,25838.691,30398.46
2015,4.9,66256.5225,77948.85
2011,1.7,34689.367,40811.02
2016,2.3,51786.4455,60925.23
2016,1.0,50004.293,58828.58
2019,1.0,50334.3565,59216.89
2014,3.3,17812.889,20956.34
2012,4.9,20988.6675,24692.55
2016,4.1,39761.249,46777.94
2011,2.0,55352.6885,65120.81
2017,4.2,38237.4115,44985.19
2012,2.3,29397.114,34584.84
2010,1.1,54273.817500000005,63851.55
2014,4.0,52846.2085,62172.01
2010,1.5,57857.4175,68067.55
2015,4.7,46641.1065,54871.89
2017,2.3,46270.872,54436.32
2018,1.4,31216.199,36724.94
2010,3.5,39411.9075,46366.95
2011,2.7,37736.2515,44395.59
2020,2.3,14944.6405,17581.93
2016,2.3,45981.8805,54096.33
2010,3.7,19047.2165,22408.49
2011,2.5,18284.503,21511.18
2010,1.1,29808.191,35068.46
2010,3.2,32897.0825,38702.45
2018,2.5,62822.6245,73908.97
2019,3.5,34722.9845,40850.57
2010,1.4,29349.845500000003,34529.23
2010,4.5,21143.104,24874.24
2018,1.3,45213.37,53192.2
2011,4.4,34886.5585,41043.01
2011,2.6,18823.4285,22145.21
2019,2.5,36037.52649999999,42397.09
2020,2.8,13921.283,16377.98
2011,2.5,21880.8105,25742.13
2011,2.8,18886.643,22219.58
2020,3.2,55186.9215,64925.79
2017,1.3,17793.5685,20933.61
2017,3.4,22861.6255,26896.03
2016,3.9,60838.767,71575.02
2013,2.3,64821.71399999999,76260.84
2012,2.8,56882.7905,66920.93
2020,1.4,50429.9475,59329.35
2012,2.4,52978.39199999999,62327.52
2019,4.4,65566.637,77137.22
2018,3.1,41464.3005,48781.53
2014,4.9,65935.0185,77570.61
2011,3.0,32984.488,38805.28
2013,1.1,37856.858,44537.48
2013,3.7,56496.9755,66467.03
2010,4.2,33919.182,39904.92
2013,1.2,50445.1965,59347.29
2017,3.3,43293.475,50933.5
2013,1.5,56988.80249999999,67045.65
2013,1.8,52282.514,61508.84
2015,2.5,54640.193,64282.58
2020,2.8,62378.67799999999,73386.68
2018,4.3,61701.041000000005,72589.46
2013,3.1,19551.3345,23001.57
2016,1.8,67308.508,79186.48
2017,3.0,27890.5655,32812.43
2017,4.4,51834.411,60981.66
2013,1.7,46073.8335,54204.51
2015,3.2,22191.086,26107.16
2020,4.3,49944.495500000005,58758.23
2017,2.3,45818.5785,53904.21
2014,2.9,43527.7095,51209.07
2012,1.1,37233.774,43804.44
2010,4.1,61716.8935,72608.11
2019,4.0,33081.966,38919.96
2015,2.2,35751.816,42060.96
2016,5.0,35661.639500000005,41954.87
2020,1.3,43173.6335,50792.51
2010,3.8,46966.291,55254.46
2013,4.1,48040.9375,56518.75
2011,4.4,26947.159,31702.54
2012,3.4,26822.4725,31555.85
2017,2.5,27920.0605,32847.13
2010,4.3,64024.3715,75322.79
2015,4.5,62997.0785,74114.21
2018,1.4,43990.866,51753.96
2012,2.7,30090.3655,35400.43
2020,3.6,61332.294,72155.64
2014,4.7,16302.3625,19179.25
2017,4.5,66110.7475,77777.35
2013,4.2,28860.118,33953.08
2018,2.1,64811.327,76248.62
2014,3.5,44122.055,51908.3
2019,4.4,43852.877,51591.62
2012,1.0,57098.223000000005,67174.38
2011,2.3,26079.241,30681.46
2019,2.6,51327.0715,60384.79
2017,2.8,19655.3915,23123.99
2012,4.0,56527.3545,66502.77
2016,1.9,14008.0935,16480.11
2014,3.2,40708.3785,47892.21
2019,2.4,43774.762,51499.72
2013,4.6,30797.54,36232.4
2017,3.7,43952.7775,51709.15
2020,1.6,18158.3545,21362.77
2013,3.9,63994.9615,75288.19
2020,4.0,32369.36,38081.6
2017,4.0,54898.44,64586.4
2016,4.4,55436.3965,65219.29
2012,4.9,20706.6035,24360.71
2020,4.6,54174.512,63734.72
2010,3.6,57995.67,68230.2
2020,3.3,46990.346,55282.76
2015,3.2,18808.6895,22127.87
2011,3.4,16897.7705,19879.73
2020,4.5,17429.8025,20505.65
2010,4.4,44206.7575,52007.95
2016,1.9,66997.0255,78820.03
2018,3.6,52036.966,61219.96
2014,3.9,13332.6495,15685.47
2012,5.0,34670.82,40789.2
2011,4.8,26930.618,31683.08
2019,1.1,63220.7645,74377.37
2011,1.1,26096.7425,30702.05
2011,2.7,21638.7985,25457.41
2019,4.8,56158.4375,66068.75
2020,1.0,57301.356,67413.36
2010,4.3,61383.991,72216.46
2020,1.6,67434.9115,79335.19
2016,4.7,19162.621,22544.26
2017,4.6,51297.993,60350.58
2010,4.0,56625.87799999999,66618.68
2013,4.0,13439.503,15811.18
2020,3.1,39620.013,46611.78
2015,3.2,33400.206,39294.36
2018,4.6,40236.5605,47337.13
2019,3.0,30319.7975,35670.35
2011,2.9,63372.838,74556.28
2014,4.3,42512.1975,50014.35
2015,1.8,38523.5725,45321.85
2016,1.0,64412.9575,75779.95
2013,5.0,30203.3475,35533.35
2013,3.1,48968.092,57609.52
2018,3.4,18018.317,21198.02
2020,1.3,12780.005,15035.3
2019,4.6,48626.5365,57207.69
2015,4.4,47086.8465,55396.29
2011,3.1,59761.239,70307.34
2019,1.7,44009.532,51775.92
2017,1.6,12831.753,15096.18
2016,2.0,32690.303,38459.18
2014,2.0,50097.9205,58938.73
2020,4.3,41338.305,48633.3
2013,3.6,19697.067,23173.02
2013,3.7,62884.5385,73981.81
2015,4.5,19138.583,22515.98
2018,3.9,14779.137,17387.22
2014,2.2,15679.516500000002,18446.49
2011,3.8,41426.858,48737.48
2017,1.5,19720.459,23200.54
2018,2.9,65773.493,77380.58
2010,3.6,12908.0745,15185.97
2017,3.1,30930.8285,36389.21
2018,3.3,53940.6685,63459.61
2019,4.5,36072.9035,42438.71
2013,3.7,33320.255000000005,39200.3
2019,4.5,13149.891,15470.46
2020,4.0,38483.393,45274.58
2012,3.8,36782.4155,43273.43
2020,4.2,52292.901,61521.06
2017,1.7,38901.287,45766.22
2020,3.0,59335.95849999999,69807.01
2016,1.7,19825.264,23323.84
2016,4.8,52134.801,61335.06
2013,1.6,53146.59,62525.4
2013,2.6,19083.6645,22451.37
2015,2.7,62325.0005,73323.53
2018,3.1,27544.8875,32405.75
2011,3.6,32174.319,37852.14
2017,1.9,66616.88,78372.8
2019,4.4,55279.8095,65035.07
2018,2.1,59796.1315,70348.39
2018,3.5,45956.9585,54067.01
2019,1.9,65357.5795,76891.27
2014,4.8,53727.633,63208.98
2012,2.1,62232.45249999999,73214.65
2018,1.2,34175.066,40205.96
2019,3.7,26203.4345,30827.57
2013,4.0,56360.0235,66305.91
2014,2.6,30621.386,36025.16
2014,3.4,53199.5195,62587.67
2018,1.7,54336.9555,63925.83
2011,4.0,29511.8895,34719.87
2013,1.1,36971.3025,43495.65
2010,1.9,19687.5725,23161.85
2018,1.9,60482.5745,71155.97
2019,3.3,54532.5575,64155.95
2019,4.2,35691.8315,41990.39
2017,3.3,19725.9075,23206.95
2012,4.3,51016.4305,60019.33
2015,1.7,25815.1375,30370.75
2015,1.5,36944.519,43464.14
2016,2.4,40426.969,47561.14
2011,4.5,34519.1375,40610.75
2016,4.0,28466.7805,33490.33
2015,3.3,25667.824,30197.44
2017,4.4,14345.9345,16877.57
2012,2.5,66611.83949999999,78366.87
2018,2.8,38791.059,45636.54
2011,1.1,51551.4035,60648.71
2013,4.5,59660.20799999999,70188.48
2011,1.9,63391.24049999999,74577.93
2019,5.0,15372.25,18085.0
2015,1.8,57108.933,67186.98
2011,3.4,33375.0205,39264.73
2014,4.1,15762.009,18543.54
2010,2.1,52690.3355,61988.63
2018,3.8,65375.378500000006,76912.21
2012,1.9,40654.8965,47829.29
2019,4.8,27439.989,32282.34
2018,3.1,28420.191999999995,33435.52
2016,4.2,24318.619,28610.14
2018,3.3,16895.1865,19876.69
2020,2.7,15998.598,18821.88
2010,1.3,24191.6375,28460.75
2013,2.1,62762.453,73838.18
2012,3.7,25449.3315,29940.39
2012,4.4,57243.59,67345.4
2019,1.6,65646.265,77230.9
2016,2.5,50655.308000000005,59594.48
2019,3.1,39385.6935,46336.11
2020,4.2,14717.6565,17314.89
2013,2.2,40142.5335,47226.51
2012,4.1,59106.5435,69537.11
2013,4.1,13554.4485,15946.41
2016,1.3,56246.421,66172.26
2017,4.2,31322.976,36850.56
2017,1.7,64345.88399999999,75701.04
2017,4.7,47256.5065,55595.89
2019,1.6,13766.081499999998,16195.39
2014,2.5,39412.426,46367.56
2014,2.3,23419.421,27552.26
2017,1.9,17762.1015,20896.59
2010,3.1,15521.7905,18260.93
2011,4.3,26548.7725,31233.85
2012,1.0,37579.6475,44211.35
2012,1.3,40431.4655,47566.43
2019,1.8,38306.0915,45065.99
2011,4.2,63203.628500000006,74357.21
2014,3.9,56887.389,66926.34
2016,1.2,46864.903,55135.18
2015,3.4,14878.3405,17503.93
2018,4.3,22970.5445,27024.17
2012,1.5,40033.385,47098.1
2016,2.7,18267.418,21491.08
2018,1.2,50816.8335,59784.51
2020,1.4,56780.901,66801.06
2010,4.8,60441.52799999999,71107.68
2011,2.1,22345.157,26288.42
2015,4.9,39257.59,46185.4
2010,3.2,55279.6395,65034.87
2013,2.7,53907.2805,63420.33
2016,1.4,25469.1365,29963.69
2012,1.9,31930.726,37565.56
2011,3.2,30859.1735,36304.91
2017,4.1,38299.062,45057.72
2013,2.2,63335.1915,74511.99
2012,1.3,23038.366,27103.96
2016,4.1,49297.9005,57997.53
2012,1.8,48751.9455,57355.23
2018,2.8,32236.556,37925.36
2011,5.0,42685.0705,50217.73
2013,2.9,44636.8405,52513.93
2010,4.0,45084.816,53040.96
2020,3.2,33126.71,38972.6
2011,3.2,26491.219,31166.14
2016,2.3,52143.794,61345.64
2010,3.1,58351.2505,68648.53
2012,2.4,38857.41,45714.6
2016,4.7,40311.2585,47425.01
2016,4.7,24680.464,29035.84
2016,4.3,39732.5445,46744.17
2020,1.9,53594.9055,63052.83
2015,2.8,38499.492,45293.52
2015,1.5,63519.837,74729.22
2016,3.1,25193.7195,29639.67
2010,2.5,39954.743,47005.58
2010,2.1,14999.168,17646.08
2018,4.9,29338.651,34516.06
2010,2.7,31758.737,37363.22
2014,3.4,52075.76,61265.6
2010,2.3,44502.1155,52355.43
2020,4.8,13666.1215,16077.79
2013,3.8,40896.4665,48113.49
2020,1.1,41314.692,48605.52
2018,1.1,17341.343,20401.58
2010,3.7,51738.5905,60868.93
2019,2.8,28071.267,33025.02
2013,4.7,54735.7245,64394.97
2015,2.0,40535.956,47689.36
2017,3.1,62820.0235,73905.91
2012,2.9,67391.1365,79283.69
2011,1.4,61555.929,72418.74
2017,3.3,47013.619,55310.14
2015,1.1,39539.4245,46516.97
2015,1.8,65675.37749999999,77265.15
2020,1.0,42304.9675,49770.55
2013,2.1,14004.455500000002,16475.83
2010,4.5,51416.806,60490.36
2016,2.6,13939.1755,16399.03
2010,3.0,27240.9275,32048.15
2018,2.9,16873.8515,19851.59
2017,2.2,41555.5225,48888.85
2011,3.3,33307.7685,39185.61
2017,3.9,29357.8695,34538.67
2012,1.9,62331.2735,73330.91
2018,2.0,26881.7685,31625.61
2018,1.5,39716.8365,46725.69
2016,2.0,60489.264,71163.84
2014,1.6,47149.9505,55470.53
2016,2.9,30137.464,35455.84
2019,2.3,24930.6615,29330.19
2015,3.9,36062.321,42426.26
2013,2.2,24586.8365,28925.69
2017,4.1,44994.92,52935.2
2020,2.7,53913.239,63427.34
2018,3.5,65411.00199999999,76954.12
2011,1.1,62198.7245,73174.97
2017,4.4,64587.2245,75984.97
2016,1.1,44842.4725,52755.85
2016,3.0,23445.7625,27583.25
2020,3.8,55250.5185,65000.61
2018,1.7,23088.431,27162.86
2013,2.6,35939.853,42282.18
2018,4.0,53385.0575,62805.95
2015,4.6,35019.303,41199.18
2013,3.4,56089.154,65987.24
2014,4.9,53396.728,62819.68
2011,3.5,37185.528,43747.68
2018,5.0,43507.0375,51184.75
2018,3.0,65735.5745,77335.97
2011,4.2,35682.5835,41979.51
2014,3.3,42943.9465,50522.29
2013,4.1,61647.8395,72526.87
2019,3.7,20240.149,23811.94
2012,3.4,41599.71399999999,48940.84
2016,3.4,40987.2465,48220.29
2019,1.4,50754.095,59710.7
2014,2.9,44054.1145,51828.37
2012,1.3,48950.446,57588.76
2017,2.1,25567.5495,30079.47
2020,3.1,24937.9375,29338.75
2016,4.4,28889.919,33988.14
2020,4.5,45329.2165,53328.49
2015,1.9,32878.71399999999,38680.84
2013,1.2,28460.7795,33483.27
2020,2.8,22420.841,26377.46
2011,4.1,28184.741999999995,33158.52
2014,2.4,13135.5515,15453.59
2012,3.1,42642.2135,50167.31
2015,3.2,31485.5555,37041.83
2012,2.6,20674.516,24322.96
2015,2.3,22997.3195,27055.67
2014,4.8,39654.7525,46652.65
2019,1.6,49442.8085,58168.01
2020,2.2,45022.664,52967.84
2010,3.4,25788.745,30339.7
2020,1.2,27044.9005,31817.53
2011,4.4,62432.398,73449.88
2010,3.2,47059.604,55364.24
2016,4.1,29654.2305,34887.33
2017,3.9,54126.3,63678.0
2014,3.8,19846.446,23348.76
2010,1.3,38205.613,44947.78
2012,3.3,20697.806,24350.36
2019,4.8,44751.1995,52648.47
2015,1.3,45558.6995,53598.47
2015,2.3,29201.6905,34354.93
2010,4.1,53832.1065,63331.89
2014,2.2,65100.7775,76589.15
2010,3.9,52252.747,61473.82
2015,3.3,43483.518,51157.08
2011,4.8,29281.7265,34449.09
2012,3.9,16110.6365,18953.69
2014,2.8,19062.78,22426.8
2017,3.4,56589.4385,66575.81
2017,3.5,43224.6845,50852.57
2011,3.8,56261.984500000006,66190.57
2010,2.9,62485.6845,73512.57
2018,4.6,40306.7365,47419.69
2011,3.9,15312.954000000002,18015.24
2014,1.7,61482.438,72332.28
2017,2.7,21690.3,25518.0
2013,3.2,65039.314,76516.84
2014,1.6,43517.5605,51197.13
2015,3.1,43222.67,50850.2
2018,2.8,13154.5235,15475.91
2015,1.9,64796.103500000005,76230.71
2014,4.9,22485.7385,26453.81
2014,4.8,14828.0375,17444.75
2015,4.4,16831.088,19801.28
2019,2.4,54356.9135,63949.31
2016,4.3,44260.078,52070.68
2018,1.9,65802.7415,77414.99
2019,3.3,17145.732500000002,20171.45
2019,4.4,56662.3345,66661.57
2015,3.0,37453.737,44063.22
2018,3.9,36983.6275,43510.15
2011,2.1,59598.42149999999,70115.79
2014,1.4,37571.5215,44201.79
2013,1.5,13802.1895,16237.87
2013,1.9,33099.629,38940.74
2013,4.3,31576.5905,37148.93
2016,1.9,47456.962,55831.72
2014,1.5,18887.034,22220.04
2010,5.0,30919.09,36375.4
2019,1.6,23232.914,27332.84
2010,2.9,21511.4005,25307.53
2018,3.5,25635.8385,30159.81
2014,2.9,32841.6625,38637.25
2011,3.0,20936.605,24631.3
2011,2.7,37565.699,44194.94
2013,1.7,24392.212,28696.72
2015,2.7,26430.7925,31095.05
2013,4.4,66443.3015,78168.59
2013,3.2,17331.619,20390.14
2017,1.4,41940.3855,49341.63
2019,1.3,32270.318,37965.08
2019,4.5,23829.648,28034.88
2014,2.8,43643.743,51345.58
2012,4.9,39785.4315,46806.39
2013,2.9,60296.705,70937.3
2014,3.4,44588.9515,52457.59
2015,1.3,37758.36,44421.6
2014,2.1,21072.4945,24791.17
2013,2.6,61866.808,72784.48
2017,3.0,60472.7315,71144.39
2019,3.5,13100.846,15412.76
2020,4.1,27956.721,32890.26
2012,3.7,50332.206,59214.36
2010,2.9,31414.929,36958.74
2012,1.2,42588.20449999999,50103.77
2013,2.8,46892.902,55168.12
2020,1.1,21018.2985,24727.41
2013,3.2,45407.068,53420.08
2014,2.8,47859.063,56304.78
2012,2.9,66436.11899999999,78160.14
2020,2.8,17207.349,20243.94
2017,2.7,27600.7665,32471.49
2019,4.4,52089.547,61281.82
2010,2.8,45319.994,53317.64
2019,2.5,31283.332,36803.92
2016,1.9,33244.9535,39111.71
2019,3.6,50734.154,59687.24
2012,3.6,25551.935,30061.1
2010,4.7,55495.616,65288.96
2011,1.2,14363.580500000002,16898.33
2018,3.3,30647.8635,36056.31
2017,2.2,58315.1,68606.0
2011,1.6,28821.494,33907.64
2015,4.5,42620.8615,50142.19
2015,2.2,34420.7925,40495.05
2012,4.9,60536.286,71219.16
