Make,Model,Year,Engine Size (L),Fuel Type,Price (USD),Price (EUR)
Hyundai,Santa Fe,2013,3.2,Petrol,76516.84,65039.314
Toyota,Highlander,2014,1.6,Petrol,51197.13,43517.5605
Chevrolet,Equinox,2015,3.1,Electric,50850.2,43222.67
Honda,Civic,2018,2.8,Hybrid,15475.91,13154.5235
Ford,Explorer,2015,1.9,Petrol,76230.71,64796.103500000005
Honda,CR-V,2014,4.9,Petrol,26453.81,22485.7385
Hyundai,Elantra,2014,4.8,Petrol,17444.75,14828.0375
Audi,Q7,2015,4.4,Hybrid,19801.28,16831.088
Honda,Fit,2019,2.4,Hybrid,63949.31,54356.913499999995
Hyundai,Kona,2016,4.3,Petrol,52070.68,44260.078
BMW,X5,2018,1.9,Petrol,77414.99,65802.7415
Honda,Pilot,2019,3.3,Diesel,20171.45,17145.732500000002
Toyota,Camry,2019,4.4,Electric,66661.57,56662.334500000004
Audi,A3,2015,3.0,Hybrid,44063.22,37453.737
Mercedes-Benz,GLC,2018,3.9,Hybrid,43510.15,36983.6275
Mercedes-Benz,S-Class,2011,2.1,Diesel,70115.79,59598.42149999999
Mercedes-Benz,S-Class,2014,1.4,Petrol,44201.79,37571.5215
Nissan,Murano,2013,1.5,Diesel,16237.87,13802.1895
Honda,Pilot,2013,1.9,Diesel,38940.74,33099.629
BMW,7 Series,2013,4.3,Diesel,37148.93,31576.5905
Mercedes-Benz,S-Class,2016,1.9,Petrol,55831.72,47456.962
Chevrolet,Tahoe,2014,1.5,Hybrid,22220.04,18887.034
Audi,Q7,2010,5.0,Petrol,36375.4,30919.09
Toyota,RAV4,2019,1.6,Hybrid,27332.84,23232.914
Volkswagen,Tiguan,2010,2.9,Petrol,25307.53,21511.4005
Nissan,Sentra,2018,3.5,Diesel,30159.81,25635.8385
Hyundai,Santa Fe,2014,2.9,Petrol,38637.25,32841.6625
BMW,X5,2011,3.0,Petrol,24631.3,20936.605
Hyundai,Santa Fe,2011,2.7,Petrol,44194.94,37565.699
Ford,Explorer,2013,1.7,Hybrid,28696.72,24392.212
BMW,7 Series,2015,2.7,Petrol,31095.05,26430.7925
Volkswagen,Jetta,2013,4.4,Hybrid,78168.59,66443.3015
Nissan,Rogue,2013,3.2,Diesel,20390.14,17331.619
Mercedes-Benz,GLC,2017,1.4,Diesel,49341.63,41940.3855
Toyota,Highlander,2019,1.3,Electric,37965.08,32270.318
BMW,3 Series,2019,4.5,Electric,28034.88,23829.648
BMW,3 Series,2014,2.8,Hybrid,51345.58,43643.743
Ford,F-150,2012,4.9,Diesel,46806.39,39785.4315
Volkswagen,Passat,2013,2.9,Electric,70937.3,60296.705
Toyota,Corolla,2014,3.4,Diesel,52457.59,44588.951499999996
Volkswagen,Golf,2015,1.3,Electric,44421.6,37758.36
BMW,7 Series,2014,2.1,Hybrid,24791.17,21072.494499999997
Chevrolet,Spark,2013,2.6,Petrol,72784.48,61866.808
Chevrolet,Tahoe,2017,3.0,Hybrid,71144.39,60472.731499999994
Nissan,Sentra,2019,3.5,Hybrid,15412.76,13100.846
Honda,CR-V,2020,4.1,Electric,32890.26,27956.721
Toyota,Camry,2012,3.7,Electric,59214.36,50332.206
Nissan,Altima,2010,2.9,Hybrid,36958.74,31414.928999999996
Nissan,Sentra,2012,1.2,Electric,50103.77,42588.20449999999
Volkswagen,Golf,2013,2.8,Diesel,55168.12,46892.902
Audi,A3,2020,1.1,Electric,24727.41,21018.2985
Nissan,Rogue,2013,3.2,Hybrid,53420.08,45407.068
Audi,Q7,2014,2.8,Hybrid,56304.78,47859.062999999995
Nissan,Rogue,2012,2.9,Petrol,78160.14,66436.11899999999
Mercedes-Benz,C-Class,2020,2.8,Diesel,20243.94,17207.349
Audi,Q5,2017,2.7,Diesel,32471.49,27600.7665
Chevrolet,Tahoe,2019,4.4,Diesel,61281.82,52089.547
Chevrolet,Equinox,2010,2.8,Diesel,53317.64,45319.994
Honda,CR-V,2019,2.5,Petrol,36803.92,31283.332
Audi,A4,2016,1.9,Electric,39111.71,33244.953499999996
Toyota,RAV4,2019,3.6,Diesel,59687.24,50734.153999999995
Toyota,Camry,2012,3.6,Diesel,30061.1,25551.934999999998
Audi,A4,2010,4.7,Electric,65288.96,55495.615999999995
Ford,Fiesta,2011,1.2,Petrol,16898.33,14363.580500000002
Nissan,Rogue,2018,3.3,Electric,36056.31,30647.863499999996
BMW,X3,2017,2.2,Petrol,68606.0,58315.1
Honda,CR-V,2011,1.6,Electric,33907.64,28821.494
BMW,5 Series,2015,4.5,Diesel,50142.19,42620.8615
Nissan,Murano,2015,2.2,Hybrid,40495.05,34420.7925
Hyundai,Kona,2012,4.9,Petrol,71219.16,60536.286
Hyundai,Elantra,2015,2.4,Petrol,76183.44,64755.924
Audi,A3,2013,3.3,Hybrid,25547.25,21715.1625
BMW,3 Series,2010,4.1,Electric,34810.61,29589.0185
Volkswagen,Jetta,2011,1.9,Hybrid,51301.03,43605.875499999995
Honda,CR-V,2010,2.6,Hybrid,52173.2,44347.219999999994
Chevrolet,Tahoe,2015,2.1,Petrol,58141.53,49420.3005
Chevrolet,Spark,2014,2.8,Petrol,32289.25,27445.8625
Hyundai,Kona,2014,3.5,Diesel,47254.4,40166.24
Chevrolet,Equinox,2014,4.5,Petrol,67419.54,57306.60899999999
BMW,5 Series,2012,1.9,Diesel,28007.74,23806.579
Chevrolet,Spark,2011,1.8,Electric,29450.15,25032.627500000002
Hyundai,Elantra,2018,4.2,Electric,54506.07,46330.1595
Honda,Pilot,2012,4.5,Petrol,49375.62,41969.277
Hyundai,Sonata,2014,2.3,Electric,42503.46,36127.941
Honda,Fit,2016,3.3,Electric,78564.09,66779.47649999999
Audi,A3,2015,2.1,Diesel,61992.65,52693.7525
BMW,7 Series,2016,1.5,Petrol,61445.85,52228.972499999996
Ford,Explorer,2019,4.3,Petrol,19309.49,16413.0665
Ford,Focus,2016,3.2,Electric,37083.32,31520.822
Honda,Fit,2016,2.6,Diesel,19300.33,16405.2805
BMW,7 Series,2017,2.3,Petrol,45607.62,38766.477
Mercedes-Benz,S-Class,2016,2.3,Electric,68340.08,58089.068
Audi,Q7,2011,1.3,Diesel,34279.43,29137.515499999998
Toyota,Prius,2011,1.3,Hybrid,75997.15,64597.57749999999
Nissan,Rogue,2012,2.1,Diesel,37542.53,31911.1505
Volkswagen,Tiguan,2018,4.8,Hybrid,73426.13,62412.2105
BMW,5 Series,2014,3.9,Hybrid,38488.61,32715.3185
Chevrolet,Spark,2012,4.5,Hybrid,51975.28,44178.988
Honda,Pilot,2020,2.5,Electric,64519.5,54841.575
Ford,Explorer,2020,2.4,Electric,16967.23,14422.145499999999
Volkswagen,Tiguan,2011,3.6,Petrol,56448.93,47981.5905
Hyundai,Kona,2020,3.0,Hybrid,53064.84,45105.113999999994
Toyota,Camry,2014,3.6,Hybrid,48644.25,41347.612499999996
Toyota,Camry,2019,1.3,Petrol,37740.32,32079.271999999997
Honda,Accord,2020,1.0,Electric,54763.21,46548.7285
Chevrolet,Equinox,2010,1.1,Electric,63371.48,53865.758
Chevrolet,Equinox,2016,4.1,Petrol,42086.85,35773.822499999995
Mercedes-Benz,GLA,2016,3.8,Electric,28094.1,23879.984999999997
Nissan,Rogue,2010,2.1,Diesel,53947.64,45855.494
Mercedes-Benz,E-Class,2018,2.7,Hybrid,47577.76,40441.096
BMW,X5,2017,2.8,Diesel,76661.48,65162.257999999994
Hyundai,Elantra,2016,1.1,Diesel,62591.67,53202.919499999996
Mercedes-Benz,E-Class,2013,1.8,Electric,17923.57,15235.0345
Hyundai,Sonata,2010,2.6,Diesel,60119.89,51101.9065
Honda,Fit,2019,3.3,Diesel,71969.24,61173.854
Mercedes-Benz,C-Class,2013,4.0,Hybrid,39871.49,33890.7665
Honda,Civic,2018,2.9,Electric,70760.63,60146.535500000005
Audi,A3,2019,3.0,Diesel,72009.05,61207.6925
Toyota,RAV4,2014,4.1,Hybrid,42310.46,35963.890999999996
Nissan,Murano,2019,2.9,Hybrid,46693.17,39689.1945
Mercedes-Benz,GLA,2017,4.1,Hybrid,73415.61,62403.2685
Nissan,Versa,2013,3.3,Diesel,57634.67,48989.4695
Chevrolet,Impala,2012,1.4,Hybrid,36432.22,30967.387
Mercedes-Benz,S-Class,2011,1.1,Electric,36082.89,30670.4565
Mercedes-Benz,GLA,2020,1.9,Hybrid,78319.21,66571.3285
Nissan,Versa,2012,3.4,Electric,52775.91,44859.5235
Honda,Civic,2017,3.0,Petrol,20880.11,17748.0935
BMW,5 Series,2017,3.0,Electric,69308.66,58912.361000000004
Toyota,Highlander,2012,3.1,Hybrid,62577.45,53190.8325
Hyundai,Elantra,2010,2.8,Electric,43905.25,37319.4625
Chevrolet,Impala,2012,2.6,Petrol,70834.5,60209.325
Mercedes-Benz,S-Class,2013,2.9,Electric,30541.62,25960.376999999997
BMW,3 Series,2015,1.7,Diesel,38290.64,32547.043999999998
Toyota,Prius,2015,1.4,Petrol,77030.58,65475.993
Chevrolet,Spark,2020,3.2,Diesel,74936.5,63696.025
Nissan,Altima,2010,2.1,Electric,32130.61,27311.0185
BMW,7 Series,2011,3.6,Hybrid,21290.08,18096.568
Toyota,Highlander,2013,3.9,Hybrid,38801.82,32981.547
Toyota,Camry,2010,3.9,Petrol,67794.01,57624.90849999999
Audi,A6,2012,2.3,Electric,75122.46,63854.091
Ford,Focus,2011,4.8,Petrol,64422.52,54759.14199999999
Ford,Mustang,2017,2.7,Diesel,52520.36,44642.306
Volkswagen,Golf,2014,1.5,Hybrid,50617.57,43024.934499999996
Mercedes-Benz,S-Class,2014,4.0,Diesel,56255.6,47817.259999999995
Volkswagen,Golf,2016,1.6,Petrol,77571.62,65935.877
Mercedes-Benz,E-Class,2020,1.6,Petrol,75009.08,63757.718
BMW,5 Series,2015,3.9,Electric,43070.12,36609.602
Nissan,Rogue,2017,5.0,Petrol,25188.86,21410.531
Volkswagen,Passat,2016,3.3,Petrol,19259.83,16370.855500000001
Chevrolet,Malibu,2014,4.2,Electric,30219.41,25686.498499999998
Hyundai,Sonata,2011,1.2,Diesel,34693.03,29489.0755
Hyundai,Kona,2012,2.5,Hybrid,72651.02,61753.367
Chevrolet,Tahoe,2010,4.6,Petrol,41645.03,35398.275499999996
Audi,Q5,2017,3.1,Electric,51500.06,43775.051
BMW,3 Series,2014,3.2,Electric,35042.2,29785.869999999995
Toyota,Camry,2013,1.1,Diesel,46274.58,39333.393000000004
Hyundai,Sonata,2014,1.7,Hybrid,57695.5,49041.174999999996
Volkswagen,Passat,2016,3.1,Petrol,51869.29,44088.8965
BMW,X5,2018,4.9,Electric,51007.54,43356.409
Chevrolet,Tahoe,2011,5.0,Petrol,39794.86,33825.631
Chevrolet,Impala,2010,1.7,Electric,77646.61,65999.6185
Ford,Fiesta,2013,2.2,Electric,38485.42,32712.606999999996
Audi,A3,2010,1.0,Hybrid,30058.78,25549.963
Honda,CR-V,2010,1.7,Electric,74864.47,63634.7995
Honda,Civic,2014,2.4,Hybrid,54840.67,46614.5695
Mercedes-Benz,GLC,2017,3.7,Electric,53684.87,45632.1395
Hyundai,Elantra,2012,2.8,Electric,60499.76,51424.796
Honda,Pilot,2016,4.6,Hybrid,74108.21,62991.978500000005
Chevrolet,Tahoe,2013,2.2,Electric,58358.62,49604.827
BMW,X3,2019,4.8,Electric,19892.33,16908.4805
Nissan,Sentra,2013,2.1,Electric,17034.06,14478.951000000001
Ford,F-150,2016,3.1,Petrol,19294.36,16400.206
Audi,Q7,2019,2.1,Hybrid,41136.91,34966.3735
Toyota,Prius,2014,4.8,Hybrid,25948.07,22055.8595
Volkswagen,Passat,2010,2.4,Petrol,32970.28,28024.737999999998
Nissan,Altima,2020,4.4,Hybrid,25407.72,21596.562
Honda,Civic,2017,3.9,Hybrid,46077.66,39166.011
Hyundai,Kona,2017,4.6,Hybrid,51495.46,43771.140999999996
Audi,Q7,2010,4.7,Electric,45456.48,38638.008
Mercedes-Benz,GLA,2015,2.0,Electric,71905.63,61119.785500000005
Hyundai,Sonata,2012,1.6,Electric,19652.19,16704.3615
Chevrolet,Equinox,2019,3.8,Petrol,54019.2,45916.32
Mercedes-Benz,GLC,2018,1.7,Hybrid,65232.86,55447.931
Volkswagen,Jetta,2012,1.3,Electric,52238.91,44403.0735
Toyota,Highlander,2011,2.6,Hybrid,68953.17,58610.1945
Volkswagen,Golf,2011,2.7,Hybrid,26623.98,22630.382999999998
Hyundai,Kona,2010,3.9,Petrol,46107.88,39191.698
Hyundai,Santa Fe,2013,4.5,Petrol,46255.17,39316.894499999995
Mercedes-Benz,C-Class,2012,4.5,Petrol,39805.92,33835.032
Volkswagen,Golf,2010,2.2,Electric,66896.53,56862.0505
Honda,Fit,2017,2.5,Petrol,63814.01,54241.9085
Chevrolet,Spark,2011,3.0,Electric,69931.86,59442.081
Chevrolet,Impala,2011,3.8,Petrol,77824.44,66150.774
Volkswagen,Jetta,2015,3.2,Electric,32565.82,27680.947
Audi,A3,2012,3.0,Petrol,56500.52,48025.441999999995
Audi,Q7,2013,3.9,Electric,25146.92,21374.881999999998
Mercedes-Benz,GLC,2014,1.9,Diesel,63689.33,54135.9305
Nissan,Sentra,2011,3.0,Petrol,60229.6,51195.159999999996
Nissan,Altima,2016,4.6,Petrol,17467.31,14847.2135
Volkswagen,Passat,2017,4.6,Petrol,25515.92,21688.532
Honda,Fit,2014,3.3,Hybrid,38451.17,32683.494499999997
BMW,3 Series,2015,2.6,Hybrid,31151.62,26478.876999999997
Chevrolet,Tahoe,2015,1.1,Petrol,66556.42,56572.956999999995
Volkswagen,Tiguan,2016,1.5,Hybrid,63465.46,53945.640999999996
Honda,Fit,2014,4.2,Petrol,66734.66,56724.461
Hyundai,Elantra,2017,2.7,Hybrid,57344.0,48742.4
Volkswagen,Atlas,2011,3.6,Electric,52544.39,44662.7315
Nissan,Sentra,2015,2.6,Electric,34937.29,29696.6965
Nissan,Altima,2016,1.5,Diesel,77572.46,65936.591
Ford,F-150,2014,1.1,Electric,54632.79,46437.8715
Honda,Fit,2018,2.8,Electric,62264.9,52925.165
Hyundai,Tucson,2020,3.8,Diesel,27756.08,23592.668
Hyundai,Sonata,2013,4.3,Petrol,64211.04,54579.384
Ford,Explorer,2012,3.4,Electric,66623.17,56629.6945
BMW,7 Series,2015,1.3,Petrol,25965.22,22070.437
Audi,A3,2013,3.3,Petrol,60926.58,51787.593
Mercedes-Benz,E-Class,2013,2.2,Diesel,69403.73,58993.17049999999
Ford,Mustang,2020,4.5,Electric,52701.5,44796.275
Nissan,Versa,2013,4.1,Petrol,73311.23,62314.54549999999
Mercedes-Benz,S-Class,2014,3.1,Hybrid,33754.4,28691.24
Audi,Q5,2019,2.9,Hybrid,79479.25,67557.3625
Volkswagen,Tiguan,2016,2.4,Hybrid,30031.34,25526.639
Nissan,Versa,2019,4.9,Diesel,54756.06,46542.651
BMW,X3,2010,2.0,Electric,37268.18,31677.952999999998
Audi,Q5,2019,2.1,Petrol,77939.13,66248.2605
Hyundai,Kona,2014,3.9,Electric,16144.05,13722.4425
Nissan,Altima,2019,1.3,Electric,78908.3,67072.05500000001
Mercedes-Benz,GLA,2011,4.8,Electric,36278.97,30837.1245
Mercedes-Benz,GLA,2015,1.1,Petrol,60837.42,51711.807
Nissan,Sentra,2017,2.3,Petrol,20420.11,17357.0935
Hyundai,Elantra,2015,3.7,Diesel,58147.53,49425.400499999996
Audi,A4,2011,3.4,Electric,48897.95,41563.2575
Volkswagen,Passat,2017,1.7,Hybrid,24254.48,20616.308
Ford,Explorer,2013,2.9,Petrol,27657.09,23508.5265
Mercedes-Benz,GLA,2018,1.1,Hybrid,53900.54,45815.459
Hyundai,Kona,2016,4.5,Electric,23411.18,19899.503
Ford,F-150,2019,2.3,Petrol,67885.3,57702.505
Toyota,RAV4,2013,4.8,Electric,45374.99,38568.7415
Ford,F-150,2018,1.9,Electric,57920.03,49232.025499999996
Hyundai,Kona,2011,3.1,Hybrid,56351.87,47899.0895
Toyota,Highlander,2017,1.9,Diesel,30174.73,25648.5205
BMW,X3,2010,4.5,Hybrid,35885.58,30502.743000000002
Toyota,Corolla,2013,1.7,Diesel,59967.63,50972.485499999995
Toyota,Camry,2016,1.7,Hybrid,67742.25,57580.9125
Toyota,Highlander,2014,4.9,Hybrid,24996.41,21246.9485
Nissan,Sentra,2018,1.6,Petrol,58494.9,49720.665
Chevrolet,Malibu,2015,4.7,Hybrid,16548.63,14066.335500000001
Chevrolet,Malibu,2010,4.6,Hybrid,40668.75,34568.4375
Honda,Civic,2019,3.3,Diesel,75055.45,63797.13249999999
Hyundai,Sonata,2013,3.5,Petrol,66263.18,56323.702999999994
BMW,X3,2011,1.0,Hybrid,27646.06,23499.151
Nissan,Versa,2017,3.7,Diesel,72023.08,61219.618
Mercedes-Benz,C-Class,2015,4.8,Electric,44765.97,38051.0745
Honda,Civic,2018,4.0,Electric,50683.37,43080.8645
Audi,A3,2017,2.9,Hybrid,57552.91,48919.9735
Audi,A6,2019,4.3,Electric,45539.93,38708.9405
BMW,3 Series,2018,1.7,Electric,25939.16,22048.286
Volkswagen,Passat,2010,1.1,Petrol,78511.64,66734.894
Chevrolet,Tahoe,2017,3.2,Petrol,59521.54,50593.309
Chevrolet,Malibu,2018,1.8,Hybrid,68862.93,58533.49049999999
Honda,CR-V,2017,1.6,Diesel,61418.66,52205.861000000004
Ford,Mustang,2016,3.3,Petrol,27573.79,23437.7215
Nissan,Murano,2016,4.8,Petrol,59549.31,50616.913499999995
Volkswagen,Tiguan,2015,4.0,Electric,36532.29,31052.4465
Volkswagen,Jetta,2019,2.5,Electric,53726.54,45667.559
Hyundai,Kona,2016,4.5,Petrol,74549.75,63367.2875
Audi,A3,2010,1.4,Petrol,21527.8,18298.629999999997
Toyota,Camry,2016,3.3,Diesel,25962.38,22068.023
Hyundai,Santa Fe,2010,3.6,Electric,51794.57,44025.3845
Volkswagen,Passat,2012,3.2,Diesel,48536.9,41256.365
Honda,CR-V,2012,3.5,Petrol,76486.13,65013.2105
Ford,Explorer,2012,1.0,Petrol,56680.97,48178.8245
Chevrolet,Malibu,2010,3.2,Hybrid,35820.39,30447.3315
Toyota,Prius,2017,3.6,Hybrid,26349.21,22396.8285
BMW,5 Series,2016,3.7,Petrol,17376.01,14769.608499999998
Mercedes-Benz,E-Class,2015,3.5,Hybrid,71255.5,60567.174999999996
Chevrolet,Impala,2016,4.8,Petrol,52168.45,44343.182499999995
Chevrolet,Spark,2020,4.2,Hybrid,54890.19,46656.6615
Chevrolet,Spark,2013,4.9,Diesel,28575.26,24288.970999999998
Ford,Fiesta,2015,3.6,Hybrid,22779.15,19362.2775
Nissan,Versa,2014,1.2,Diesel,30455.92,25887.532
Audi,Q5,2013,3.5,Petrol,72263.31,61423.8135
Honda,Pilot,2016,3.7,Electric,32693.56,27789.526
Volkswagen,Jetta,2017,1.5,Petrol,22261.61,18922.3685
Nissan,Murano,2016,4.6,Hybrid,48185.5,40957.674999999996
Toyota,RAV4,2011,1.3,Petrol,72046.01,61239.108499999995
Toyota,Corolla,2011,2.0,Petrol,67464.45,57344.782499999994
Chevrolet,Equinox,2013,4.3,Diesel,38011.08,32309.418
Volkswagen,Tiguan,2018,1.8,Hybrid,51653.61,43905.5685
BMW,3 Series,2020,3.3,Electric,26203.56,22273.026
Volkswagen,Golf,2015,3.7,Electric,69822.88,59349.448000000004
Hyundai,Santa Fe,2020,4.1,Diesel,55252.14,46964.318999999996
BMW,X5,2014,4.8,Hybrid,52836.94,44911.399
Hyundai,Tucson,2017,2.9,Diesel,68663.0,58363.549999999996
Mercedes-Benz,GLC,2020,2.5,Hybrid,47906.22,40720.287
Hyundai,Sonata,2010,5.0,Petrol,37298.06,31703.351
Volkswagen,Atlas,2014,3.5,Hybrid,62673.5,53272.475
Mercedes-Benz,C-Class,2018,3.8,Hybrid,18699.57,15894.6345
BMW,X3,2019,1.6,Petrol,40265.11,34225.3435
Toyota,Prius,2018,3.9,Hybrid,79024.84,67171.114
Audi,A4,2015,3.8,Electric,29194.16,24815.036
Mercedes-Benz,E-Class,2015,1.8,Electric,59874.52,50893.342
Nissan,Versa,2012,1.2,Electric,74023.82,62920.247
Audi,A4,2013,1.5,Hybrid,75824.38,64450.723000000005
Nissan,Versa,2016,4.4,Electric,55974.38,47578.223
Honda,Fit,2019,1.8,Diesel,31205.0,26524.25
Toyota,Prius,2015,2.7,Electric,21273.82,18082.747
Honda,CR-V,2013,1.2,Electric,27775.11,23608.8435
Chevrolet,Impala,2013,2.5,Electric,32231.65,27396.9025
Volkswagen,Tiguan,2015,2.9,Diesel,63198.07,53718.3595
Hyundai,Kona,2015,1.4,Electric,55485.87,47162.9895
Ford,Explorer,2019,4.1,Petrol,76249.8,64812.33
Toyota,RAV4,2019,1.4,Diesel,21596.42,18356.957
Chevrolet,Tahoe,2019,1.5,Petrol,70318.08,59770.368
Toyota,Camry,2013,1.3,Diesel,20478.71,17406.9035
Volkswagen,Passat,2020,4.5,Hybrid,74231.32,63096.622
Volkswagen,Golf,2018,2.6,Electric,33986.79,28888.7715
Chevrolet,Equinox,2012,4.2,Petrol,39091.16,33227.486000000004
Mercedes-Benz,E-Class,2019,3.1,Hybrid,42420.75,36057.6375
Audi,A6,2013,4.2,Diesel,17397.87,14788.189499999999
Toyota,RAV4,2012,4.8,Electric,40832.66,34707.761
Ford,Mustang,2018,4.5,Electric,24442.78,20776.362999999998
BMW,7 Series,2019,2.9,Petrol,51128.15,43458.9275
BMW,X3,2016,1.6,Petrol,25169.02,21393.667
Volkswagen,Jetta,2014,2.8,Electric,41916.37,35628.9145
Volkswagen,Tiguan,2010,3.5,Electric,18649.01,15851.658499999998
Toyota,Highlander,2016,1.3,Electric,61545.29,52313.4965
Chevrolet,Tahoe,2020,4.6,Hybrid,33955.88,28862.497999999996
Mercedes-Benz,C-Class,2015,2.1,Electric,75869.39,64488.981499999994
Audi,A4,2011,4.1,Diesel,28631.38,24336.673
Chevrolet,Equinox,2019,1.8,Diesel,59816.11,50843.6935
Toyota,RAV4,2019,1.6,Diesel,55316.55,47019.067500000005
Toyota,Camry,2018,1.2,Diesel,67283.31,57190.8135
Toyota,Prius,2011,2.2,Electric,21975.18,18678.903
Nissan,Sentra,2011,4.8,Petrol,69146.08,58774.168
Honda,Fit,2011,1.0,Hybrid,21063.04,17903.584
Hyundai,Kona,2013,1.3,Electric,43034.32,36579.172
Nissan,Murano,2013,4.1,Petrol,40506.14,34430.219
Toyota,Corolla,2010,2.8,Electric,70962.89,60318.4565
Chevrolet,Impala,2013,3.6,Electric,50227.41,42693.298500000004
Chevrolet,Malibu,2013,1.6,Petrol,68020.52,57817.442
Honda,Fit,2014,2.7,Hybrid,38060.62,32351.527000000002
Chevrolet,Malibu,2012,3.8,Hybrid,18850.15,16022.6275
Nissan,Murano,2012,3.3,Petrol,69728.77,59269.4545
Audi,A4,2010,2.4,Diesel,21548.9,18316.565000000002
Chevrolet,Impala,2018,4.2,Hybrid,47902.23,40716.8955
Nissan,Murano,2010,3.1,Diesel,33876.29,28794.8465
Mercedes-Benz,E-Class,2018,3.9,Diesel,33138.59,28167.801499999998
Ford,Mustang,2011,3.0,Diesel,55689.46,47336.041
Chevrolet,Spark,2017,3.7,Electric,53648.51,45601.2335
Nissan,Murano,2016,4.9,Diesel,69711.79,59255.021499999995
Ford,Focus,2020,3.9,Petrol,42906.01,36470.1085
Ford,Mustang,2012,2.3,Diesel,65853.08,55975.118
Hyundai,Elantra,2018,1.4,Electric,43305.21,36809.4285
Toyota,Corolla,2020,2.4,Hybrid,30474.81,25903.5885
Toyota,Prius,2011,4.7,Electric,42683.61,36281.0685
Audi,Q7,2010,1.7,Petrol,65678.12,55826.401999999995
Volkswagen,Atlas,2017,1.8,Diesel,40230.31,34195.763499999994
Volkswagen,Golf,2010,2.2,Hybrid,43184.8,36707.08
Chevrolet,Impala,2011,1.6,Electric,65888.66,56005.361000000004
BMW,X5,2019,2.1,Hybrid,58416.72,49654.212
Honda,Fit,2012,2.8,Diesel,49382.56,41975.176
Hyundai,Elantra,2013,1.6,Electric,27888.92,23705.582
Toyota,Highlander,2013,2.1,Diesel,53017.0,45064.45
BMW,5 Series,2017,1.0,Hybrid,28458.7,24189.895
BMW,X5,2013,4.2,Diesel,16469.65,13999.202500000001
Toyota,Highlander,2016,4.0,Petrol,18894.52,16060.342
Chevrolet,Equinox,2012,4.2,Diesel,54967.44,46722.324
BMW,3 Series,2012,4.7,Petrol,48821.9,41498.615
Honda,Civic,2014,3.0,Electric,72834.6,61909.41
Volkswagen,Tiguan,2013,1.7,Diesel,26700.65,22695.5525
Nissan,Rogue,2018,3.2,Hybrid,57540.69,48909.5865
Mercedes-Benz,S-Class,2016,2.9,Electric,51221.35,43538.1475
Hyundai,Elantra,2012,1.3,Diesel,25108.74,21342.429
BMW,3 Series,2019,3.5,Electric,74288.34,63145.08899999999
Chevrolet,Impala,2013,2.2,Diesel,38720.73,32912.620500000005
Honda,Accord,2015,2.5,Diesel,32251.83,27414.055500000002
Honda,Civic,2018,2.5,Petrol,74885.89,63653.006499999996
BMW,5 Series,2015,2.4,Petrol,56933.27,48393.2795
Honda,Pilot,2019,2.9,Hybrid,69541.29,59110.09649999999
Hyundai,Elantra,2013,1.4,Petrol,77799.32,66129.422
Honda,Civic,2012,2.4,Hybrid,27188.66,23110.361
Mercedes-Benz,S-Class,2014,2.5,Hybrid,52059.93,44250.9405
Honda,Civic,2019,3.1,Petrol,46672.29,39671.4465
Audi,A6,2014,4.7,Diesel,46631.83,39637.0555
BMW,7 Series,2012,1.4,Electric,68571.34,58285.638999999996
BMW,7 Series,2010,1.4,Diesel,44593.32,37904.322
Mercedes-Benz,GLC,2019,3.5,Petrol,51088.7,43425.395
Chevrolet,Malibu,2017,3.5,Hybrid,50435.61,42870.2685
Nissan,Versa,2015,3.0,Hybrid,74507.15,63331.07749999999
Mercedes-Benz,GLA,2015,2.0,Petrol,22948.29,19506.0465
Audi,Q5,2017,2.3,Diesel,29243.59,24857.051499999998
Toyota,Highlander,2016,3.2,Diesel,39602.04,33661.734
Volkswagen,Golf,2013,1.0,Electric,24886.56,21153.576
Audi,A6,2011,4.6,Petrol,26153.34,22230.339
Ford,F-150,2017,2.1,Hybrid,51292.28,43598.437999999995
Hyundai,Tucson,2010,1.6,Petrol,27410.97,23299.3245
Chevrolet,Impala,2010,3.2,Petrol,55069.09,46808.7265
Nissan,Murano,2012,3.7,Electric,49075.76,41714.396
Nissan,Sentra,2010,4.9,Electric,38880.27,33048.229499999994
Honda,Fit,2016,4.6,Hybrid,51362.52,43658.14199999999
Ford,Focus,2013,3.0,Electric,23854.63,20276.4355
Chevrolet,Impala,2016,4.1,Petrol,58292.41,49548.548500000004
Audi,Q7,2012,3.9,Diesel,73126.69,62157.6865
Toyota,Highlander,2020,3.8,Diesel,57723.48,49064.958
Volkswagen,Jetta,2015,4.0,Diesel,68690.83,58387.2055
Chevrolet,Equinox,2016,2.6,Diesel,15250.25,12962.7125
Mercedes-Benz,GLA,2018,4.2,Electric,17174.41,14598.2485
Honda,CR-V,2016,1.0,Diesel,60583.81,51496.2385
Nissan,Murano,2013,3.8,Hybrid,56839.96,48313.966
Ford,Explorer,2018,1.1,Hybrid,58210.77,49479.1545
Hyundai,Sonata,2018,1.5,Diesel,26403.81,22443.2385
Audi,Q5,2010,2.5,Petrol,35032.1,29777.284999999996
Ford,Mustang,2020,2.2,Hybrid,50470.43,42899.8655
Chevrolet,Malibu,2015,3.2,Petrol,60078.13,51066.4105
Toyota,Camry,2015,1.7,Diesel,50939.54,43298.609
BMW,5 Series,2010,3.7,Petrol,39996.8,33997.28
Audi,A3,2011,2.3,Diesel,26275.52,22334.192
